respondent_id,persona_label,persona_id,A_city_tier,A_gender,A_age,A_education_level,A_stream,A_institution_type,A_family_income_band,A_family_income_score,B_prior_paid_course,B_prior_paid_score,B_exam_prep,B_acad_performance_score,B_acad_performance_label,B_self_learning_hrs,B_self_learning_score,C_career_clarity_stage,C_confusion_level_score,C_confusion_level_label,C_worry_frequency_score,C_worry_frequency_label,C_family_decision_authority,C_family_decision_score,C_trusted_info_source,C_prior_platform_use,C_biggest_challenge,C_emotional_pain_type,D_risk_tolerance,D_risk_tolerance_score,D_motivation_type,D_motivation_score,D_locus_of_control_score,D_locus_of_control_label,D_career_stage,E_career_domain_1,E_career_domain_2,E_career_domain_3,E_learning_preference,E_feat_career_match,E_feat_roadmap,E_feat_job_market,E_feat_chatbot,E_feat_college_rec,E_feat_mock_interview,E_feat_scholarship,E_feat_peer_bench,E_primary_device,E_language_preference,E_longitudinal_consent,F_wtp_monthly_band,F_wtp_score_continuous,F_pricing_model_pref,F_payment_trigger,F_will_pay_binary,F_will_use_platform,F_will_use_binary
R1799,Budget Conscious Learner,3,Tier 2,Other/Prefer not to say,15,Grade 8-10,Commerce,Government/Aided,Rs5L-Rs10L,3,No free only,1,Not sure,3,Average,1-3hrs,2,No idea where to begin,2,Low,3,Sometimes,Equal joint decision,3,School counselor,Yes not helpful enough,Too many options,Financial anxiety,Stable job,1,Mostly personal growth,3,3,Balanced,Decision Making,Finance,Business,Social Work,Quizzes interactive,3,3,3,5,3,2.0,5,4.0,Smartphone Android,Regional language,No,Free only,0.0,Monthly subscription,No trigger,0,Yes,1
R1800,Confused Explorer,0,Tier 1,Male,14,Grade 8-10,Commerce,Private,Rs2L-Rs5L,2,Yes currently,4,None,3,Average,Less than 1hr,1,No idea where to begin,4,High,5,Almost Every Day,Mostly me parents input,4,School counselor,No but looked,Too many options,Lacks self-awareness,Stable job,1,Mostly financial,3,2,Mostly External,Exploration,Science Research,Defence,Business,Live workshops,3,4,4,3,2,3.0,4,5.0,Shared family device,Hindi,No,Up to Rs99,1.1,Monthly subscription,Free trial,1,Yes,1
R1801,Budget Conscious Learner,3,Tier 2,Male,13,Grade 8-10,Commerce,Private,Below Rs2L,1,No free only,1,None,3,Average,3-5hrs,3,"Chosen path, need plan",4,High,2,Rarely,Mostly parents I follow,2,Parents/relatives,No didnt know,Job availability worry,Lacks self-awareness,Stable job,1,Mostly financial,3,3,Balanced,Planning,Technology,Finance,Business,Watching videos,4,5,3,4,4,4.0,4,2.0,Smartphone Android,Regional language,No,Free only,0.2,Completely free,Free trial,0,No,0
R1802,Career Switcher,2,Tier 2,Male,26,Postgraduate,Arts,Private,Rs5L-Rs10L,3,No free only,1,Not sure,4,Good,3-5hrs,3,On path but feel I chose wrongly,3,Medium,4,Often,Parents already decided,1,Official websites,Yes not helpful enough,Family pressure,Family conflict,High-risk reward,3,Balanced both,4,3,Balanced,Transition,Law,Media,Teaching,Hands-on projects,4,5,4,2,3,4.0,4,3.0,Smartphone Android,Regional language,Yes,Free only,0.0,Monthly subscription,Outcome data,0,Yes,1
R1803,Confused Explorer,0,Tier 1,Female,18,Grade 11-12,Science,Government/Aided,Rs10L-Rs20L,4,No free only,1,Not sure,4,Good,1-3hrs,2,"Have interests, dont know career match",4,High,5,Almost Every Day,Equal joint decision,3,School counselor,Yes not helpful enough,Dont know strengths,Family conflict,High-risk reward,3,Balanced both,2,2,Mostly External,Exploration,Science Research,Technology,Business,Watching videos,3,1,4,4,4,2.0,3,3.0,Shared family device,Hindi,Yes,Rs100-Rs299,2.9,Monthly subscription,Free trial,1,Yes,1
R1804,Career Switcher,2,Tier 1,Female,19,Undergraduate,Science,Government/Aided,Rs5L-Rs10L,3,No free only,1,JEE,3,Average,3-5hrs,3,"Know what I want, not how to get there",3,Medium,4,Often,Equal joint decision,3,Official websites,No but looked,Wrong college choice,Execution gap,Depends on factors,2,Balanced both,2,3,Balanced,Transition,Technology,Defence,Science Research,Reading articles,4,3,4,4,4,1.0,4,4.0,Laptop/Desktop,English Hindi mix,Yes,Up to Rs99,0.8,Completely free,No trigger,1,Yes,1
R1805,Focused Achiever,1,Tier 1,Female,19,Undergraduate,Science,Government/Aided,Below Rs2L,1,Yes currently,4,CAT/MBA,4,Good,3-5hrs,3,"Know what I want, not how to get there",1,Very Low,2,Rarely,Mostly me parents input,4,Friends in career,Yes helpful,Job availability worry,Information gap,Stable job,1,Balanced both,3,5,Internal,Execution,Defence,Technology,Design,Watching videos,4,4,3,4,5,5.0,3,5.0,Laptop/Desktop,Hindi,No,Rs100-Rs299,2.7,Pay per session,Friend recommendation,1,Yes,1
R1806,Budget Conscious Learner,3,Tier 2,Male,18,Undergraduate,Arts,Government/Aided,Rs5L-Rs10L,3,Parents pay,2,JEE,3,Average,1-3hrs,2,"Chosen path, need plan",5,Medium,4,Often,I decide completely,5,YouTube/Instagram,Yes helpful,Job availability worry,Financial anxiety,High-risk reward,3,Balanced both,3,3,Balanced,Decision Making,Teaching,Design,Defence,Reading articles,3,3,2,4,3,3.0,5,4.0,Smartphone Android,English only,Yes,Free only,0.1,Completely free,Teacher recommendation,0,Yes,1
R1807,Parent Driven Student,4,Tier 3,Male,18,Grade 11-12,Commerce,Private,Rs10L-Rs20L,4,No free only,1,None,3,Average,1-3hrs,2,"Know what I want, not how to get there",4,High,4,Often,Mostly parents I follow,2,Friends in career,No didnt know,Lack of info new careers,Family conflict,High-risk reward,3,Mostly personal growth,5,5,Internal,Planning,Finance,Business,Teaching,Watching videos,5,3,4,3,2,4.0,5,1.0,Smartphone Android,Hindi,No,Rs1000+,8.9,Monthly subscription,Teacher recommendation,1,Yes,1
R1808,Focused Achiever,1,Tier 1,Male,26,Postgraduate,Science,Online/Distance,Rs10L-Rs20L,4,No free only,1,None,5,Excellent,3-5hrs,3,"Know what I want, not how to get there",1,Very Low,2,Rarely,Mostly parents I follow,2,School counselor,No didnt know,No guidance,Information gap,Stable job,1,Balanced both,4,5,Internal,Execution,Business,Medicine,Teaching,Quizzes interactive,4,4,4,5,4,3.0,3,5.0,Laptop/Desktop,Hindi,No,Up to Rs99,1.3,Free one-time report,Outcome data,1,Yes,1
R1809,Budget Conscious Learner,3,Tier 3,Female,19,Undergraduate,Vocational/Other,Government/Aided,Rs2L-Rs5L,2,Yes before,3,Not sure,4,Good,3-5hrs,3,"Know what I want, not how to get there",3,Medium,4,Often,Equal joint decision,3,Parents/relatives,No didnt know,Job availability worry,Overwhelmed by options,Stable job,1,Balanced both,4,3,Balanced,Decision Making,Medicine,Science Research,Teaching,Watching videos,3,3,4,3,3,2.0,4,4.0,Smartphone Android,English Hindi mix,No,Up to Rs99,0.7,Free one-time report,Friend recommendation,1,Yes,1
R1810,Career Switcher,2,Tier 2,Male,22,Undergraduate,Commerce,Private,Below Rs2L,1,No free only,1,JEE,4,Good,1-3hrs,2,"Have interests, dont know career match",3,Medium,3,Sometimes,Equal joint decision,3,Friends in career,Yes helpful,Lack of info new careers,Lacks self-awareness,Depends on factors,2,Mostly personal growth,2,4,Mostly Internal,Planning,Media,Business,Design,Reading articles,3,3,5,4,3,4.0,4,2.0,Smartphone Android,English Hindi mix,No,Rs300-Rs499,5.0,Monthly subscription,No trigger,1,Yes,1
R1811,Confused Explorer,0,Tier 3,Female,15,Grade 8-10,Science,Government/Aided,Below Rs2L,1,No free only,1,None,3,Average,1-3hrs,2,Parents decided - not sure its right,4,High,4,Often,Mostly me parents input,4,Official websites,No didnt know,Dont know strengths,Overwhelmed by options,Depends on factors,2,Balanced both,2,2,Mostly External,Exploration,Technology,Law,Medicine,Watching videos,3,4,3,2,3,4.0,3,3.0,Laptop/Desktop,Regional language,Yes,Up to Rs99,0.8,Free one-time report,Free trial,1,No,0
R1812,Focused Achiever,1,Tier 2,Male,19,Undergraduate,Science,Private,Rs10L-Rs20L,4,Yes currently,4,CAT/MBA,3,Average,More than 10hrs,5,"Know what I want, not how to get there",1,Very Low,4,Often,Mostly me parents input,4,Friends in career,Yes not helpful enough,Wrong college choice,Information gap,High-risk reward,3,Balanced both,5,4,Mostly Internal,Execution,Science Research,Technology,Business,Talking to mentor,4,5,4,4,3,5.0,4,5.0,Smartphone Android,English only,No,Rs100-Rs299,2.7,Annual plan,Free trial,1,Yes,1
R1813,Focused Achiever,1,Tier 2,Male,18,Grade 11-12,Science,Private,Rs5L-Rs10L,3,No free only,1,JEE,4,Good,5-10hrs,4,"Know what I want, not how to get there",1,Very Low,2,Rarely,Mostly me parents input,4,Friends in career,No but looked,Wrong college choice,Lacks self-awareness,High-risk reward,3,Mostly personal growth,4,3,Balanced,Execution,Technology,Science Research,Medicine,Watching videos,4,4,5,4,4,4.0,4,5.0,Smartphone Android,Regional language,Yes,Rs300-Rs499,5.3,School pays,Outcome data,1,Yes,1
R1814,Focused Achiever,1,Tier 1,Female,22,Undergraduate,Science,Private,Rs5L-Rs10L,3,Yes currently,4,CLAT,2,Below Average,5-10hrs,4,No idea where to begin,3,Medium,3,Sometimes,Mostly me parents input,4,Parents/relatives,No but looked,Dont know strengths,Lacks self-awareness,Depends on factors,2,Mostly financial,4,4,Mostly Internal,Execution,Technology,Medicine,Science Research,Hands-on projects,4,5,4,4,5,5.0,4,4.0,Laptop/Desktop,Hindi,No,Rs1000+,9.3,Annual plan,Free trial,1,Yes,1
R1815,Focused Achiever,1,Tier 2,Male,18,Undergraduate,Commerce,Government/Aided,Rs2L-Rs5L,2,Yes currently,4,CUET,4,Good,3-5hrs,3,"Chosen path, need plan",2,Low,2,Rarely,I decide completely,5,Dont trust any,Yes not helpful enough,Too many options,Execution gap,Stable job,1,Mostly personal growth,4,4,Mostly Internal,Execution,Design,Sports,Technology,Live workshops,5,3,4,5,4,5.0,4,5.0,Laptop/Desktop,Hindi,Yes,Free only,0.4,Monthly subscription,No trigger,0,Yes,1
R1816,Confused Explorer,0,Tier 2,Female,13,Grade 8-10,Arts,Online/Distance,Rs2L-Rs5L,2,Parents pay,2,None,2,Below Average,3-5hrs,3,"Have interests, dont know career match",5,Very High,4,Often,Mostly me parents input,4,Official websites,No didnt know,Family pressure,Family conflict,High-risk reward,3,Mostly personal growth,2,3,Balanced,Planning,Law,Business,Media,Talking to mentor,4,4,2,4,2,2.0,4,5.0,Smartphone Android,English only,No,Rs100-Rs299,2.8,Completely free,School subscribed,1,No,0
R1817,Budget Conscious Learner,3,Tier 3,Male,15,Grade 8-10,Vocational/Other,Government/Aided,Rs2L-Rs5L,2,No free only,1,Not sure,4,Good,More than 10hrs,5,No idea where to begin,4,High,3,Sometimes,Equal joint decision,3,School counselor,Yes helpful,No guidance,Lacks self-awareness,Stable job,1,Mostly personal growth,2,2,Mostly External,Decision Making,Business,Law,Technology,Quizzes interactive,5,4,1,3,3,3.0,4,5.0,Smartphone iOS,Hindi,No,Up to Rs99,1.0,Free one-time report,Free trial,1,Yes,1
R1818,Budget Conscious Learner,3,Tier 3,Female,23,Postgraduate,Science,Private,Below Rs2L,1,No free only,1,CUET,2,Below Average,3-5hrs,3,"Chosen path, need plan",2,Low,4,Often,Equal joint decision,3,Friends in career,No didnt know,Lack of info new careers,Lacks self-awareness,High-risk reward,3,Balanced both,2,2,Mostly External,Exploration,Medicine,Teaching,Law,Talking to mentor,3,5,4,5,3,2.0,5,3.0,Smartphone Android,Regional language,Yes,Rs100-Rs299,3.1,Free one-time report,Outcome data,1,No,0
R1819,Parent Driven Student,4,Tier 2,Male,18,Undergraduate,Vocational/Other,Private,Rs2L-Rs5L,2,Parents pay,2,None,3,Average,3-5hrs,3,"Have interests, dont know career match",3,Medium,4,Often,Parents already decided,1,Parents/relatives,No didnt know,Family pressure,Lacks self-awareness,Depends on factors,2,Balanced both,5,3,Balanced,Planning,Media,Technology,Medicine,Talking to mentor,2,5,2,3,2,4.0,2,2.0,Shared family device,Hindi,Yes,Up to Rs99,1.0,Free one-time report,Free trial,1,Yes,1
R1820,Budget Conscious Learner,3,Tier 1,Female,18,Grade 11-12,Vocational/Other,Online/Distance,Rs2L-Rs5L,2,Yes before,3,None,4,Good,5-10hrs,4,"Know what I want, not how to get there",3,Medium,3,Sometimes,Mostly parents I follow,2,Career apps,No but looked,Job availability worry,Overwhelmed by options,Stable job,1,Mostly personal growth,5,4,Mostly Internal,Planning,Media,Business,Design,Hands-on projects,3,4,2,3,4,2.0,4,2.0,Smartphone iOS,Regional language,Yes,Free only,0.0,Completely free,Affordable price,0,Yes,1
R1821,Parent Driven Student,4,Tier 2,Female,18,Grade 11-12,Science,Central School,Below Rs2L,1,Yes before,3,NDA,3,Average,Less than 1hr,1,Parents decided - not sure its right,3,Medium,3,Sometimes,Mostly me parents input,4,YouTube/Instagram,No but looked,Too many options,Family conflict,Depends on factors,2,Mostly financial,4,2,Mostly External,Exploration,Design,Medicine,Business,Watching videos,3,5,3,3,4,3.0,5,3.0,Laptop/Desktop,English Hindi mix,No,Rs100-Rs299,2.7,Free one-time report,Affordable price,1,Yes,1
R1822,Focused Achiever,1,Tier 3,Male,19,Undergraduate,Commerce,Private,Rs10L-Rs20L,4,Yes before,3,NEET,4,Good,5-10hrs,4,"Chosen path, need plan",1,Very Low,2,Rarely,I decide completely,5,YouTube/Instagram,Yes not helpful enough,Job availability worry,Execution gap,Stable job,1,Mostly personal growth,4,5,Internal,Planning,Design,Finance,Business,Reading articles,5,5,4,3,3,3.0,4,4.0,Smartphone Android,Regional language,Yes,Rs300-Rs499,5.3,Monthly subscription,Free trial,1,Yes,1
R1823,Parent Driven Student,4,Tier 3,Female,13,Grade 8-10,Commerce,Private,Rs2L-Rs5L,2,Parents pay,2,Not sure,3,Average,Less than 1hr,1,Parents decided - not sure its right,4,High,4,Often,Mostly parents I follow,2,School counselor,No didnt know,Job availability worry,Financial anxiety,Stable job,1,Balanced both,2,3,Balanced,Exploration,Media,Finance,Business,Watching videos,4,3,4,2,3,2.0,3,3.0,Shared family device,Regional language,No,Free only,0.4,School pays,Affordable price,0,Yes,1
R1824,Career Switcher,2,Tier 2,Female,21,Undergraduate,Commerce,Government/Aided,Rs5L-Rs10L,3,No free only,1,NEET,4,Good,1-3hrs,2,On path but feel I chose wrongly,4,High,4,Often,Equal joint decision,3,Friends in career,Yes not helpful enough,Dont know strengths,Family conflict,Depends on factors,2,Balanced both,3,4,Mostly Internal,Transition,Technology,Business,Teaching,Hands-on projects,5,5,2,4,4,4.0,4,3.0,Smartphone Android,English only,Yes,Free only,0.0,Monthly subscription,Outcome data,0,Yes,1
R1825,Focused Achiever,1,Tier 2,Female,14,Grade 8-10,Science,Online/Distance,Rs10L-Rs20L,4,Yes currently,4,Not sure,4,Good,3-5hrs,3,"Have interests, dont know career match",1,Very Low,3,Sometimes,Mostly me parents input,4,Friends in career,Yes not helpful enough,Lack of info new careers,Execution gap,Depends on factors,2,Mostly personal growth,5,4,Mostly Internal,Execution,Science Research,Technology,Design,Watching videos,5,4,5,3,5,5.0,4,5.0,Smartphone Android,English only,Yes,Rs100-Rs299,2.9,Free one-time report,Friend recommendation,1,Yes,1
R1826,Focused Achiever,1,Tier 2,Female,22,Postgraduate,Arts,Government/Aided,Rs5L-Rs10L,3,Yes before,3,CLAT,4,Good,3-5hrs,3,On path but feel I chose wrongly,3,Medium,2,Rarely,Mostly me parents input,4,Dont trust any,Yes not helpful enough,Dont know strengths,Financial anxiety,Stable job,1,Mostly financial,5,4,Mostly Internal,Execution,Law,Science Research,Media,Quizzes interactive,5,5,4,3,1,5.0,3,4.0,Smartphone Android,Hindi,Yes,Rs100-Rs299,3.3,Free one-time report,Friend recommendation,1,Yes,1
R1827,Confused Explorer,0,Tier 2,Female,18,Undergraduate,Science,Private,Below Rs2L,1,No free only,1,NDA,3,Average,More than 10hrs,5,"Have interests, dont know career match",4,High,5,Almost Every Day,Equal joint decision,3,Official websites,Yes not helpful enough,Too many options,Lacks self-awareness,High-risk reward,3,Mostly personal growth,3,3,Balanced,Exploration,Medicine,Design,Science Research,Hands-on projects,2,4,4,4,3,4.0,5,4.0,Laptop/Desktop,English only,Yes,Rs300-Rs499,5.3,Annual plan,Outcome data,1,Yes,1
R1828,Career Switcher,2,Tier 2,Male,22,Undergraduate,Arts,Government/Aided,Below Rs2L,1,No free only,1,CAT/MBA,4,Good,3-5hrs,3,"Know what I want, not how to get there",4,High,3,Sometimes,Equal joint decision,3,Career apps,No but looked,Lack of info new careers,Family conflict,Depends on factors,2,Mostly personal growth,3,3,Balanced,Transition,Sports,Teaching,Business,Hands-on projects,3,4,3,3,3,5.0,3,,Laptop/Desktop,English only,Yes,Up to Rs99,0.7,Completely free,No trigger,1,Yes,1
R1829,Parent Driven Student,4,Tier 3,Male,18,Undergraduate,Science,Private,Rs2L-Rs5L,2,No free only,1,JEE,4,Good,3-5hrs,3,Parents decided - not sure its right,3,Medium,4,Often,Equal joint decision,3,Friends in career,Yes not helpful enough,No guidance,Information gap,Stable job,1,Mostly personal growth,3,3,Balanced,Exploration,Technology,Teaching,Defence,Live workshops,3,2,3,4,3,3.0,4,2.0,Smartphone Android,Regional language,Yes,Rs100-Rs299,2.8,School pays,School subscribed,1,Yes,1
R1830,Confused Explorer,0,Tier 1,Female,18,Grade 11-12,Vocational/Other,Private,Below Rs2L,1,Yes before,3,None,4,Good,Less than 1hr,1,No idea where to begin,3,Medium,5,Almost Every Day,Mostly parents I follow,2,YouTube/Instagram,No but looked,Too many options,Overwhelmed by options,Stable job,1,Balanced both,1,2,Mostly External,Exploration,Sports,Medicine,Finance,Watching videos,4,4,5,2,3,3.0,3,3.0,Shared family device,Hindi,No,Free only,0.0,Completely free,Teacher recommendation,0,Yes,1
R1831,Focused Achiever,1,Tier 1,Male,21,Undergraduate,Science,Private,Rs2L-Rs5L,2,Yes before,3,None,5,Excellent,1-3hrs,2,"Know what I want, not how to get there",2,Low,3,Sometimes,I decide completely,5,Friends in career,No didnt know,Wrong college choice,Information gap,Stable job,1,Mostly financial,4,4,Mostly Internal,Execution,Medicine,Design,Technology,Live workshops,5,4,4,2,3,4.0,2,5.0,Smartphone Android,English only,Yes,Rs100-Rs299,2.7,Annual plan,Affordable price,1,Yes,1
R1832,Focused Achiever,1,Tier 2,Female,22,Postgraduate,Science,Government/Aided,Rs5L-Rs10L,3,Parents pay,2,CLAT,4,Good,More than 10hrs,5,"Chosen path, need plan",2,Low,2,Rarely,I decide completely,5,YouTube/Instagram,Yes not helpful enough,Wrong college choice,Execution gap,High-risk reward,3,Mostly personal growth,4,4,Mostly Internal,Planning,Medicine,Teaching,Technology,Watching videos,4,5,5,3,3,4.0,2,3.0,Smartphone iOS,Regional language,Yes,Free only,0.2,Monthly subscription,Teacher recommendation,0,Yes,1
R1833,Budget Conscious Learner,3,Tier 2,Female,21,Undergraduate,Science,Private,Below Rs2L,1,No free only,1,None,3,Average,Less than 1hr,1,"Know what I want, not how to get there",3,Medium,3,Sometimes,Mostly me parents input,4,Career apps,No but looked,Family pressure,Financial anxiety,High-risk reward,3,Balanced both,2,2,Mostly External,Exploration,Business,Medicine,Technology,Reading articles,5,4,3,5,3,2.0,4,3.0,Laptop/Desktop,Regional language,Yes,Rs100-Rs299,3.3,Monthly subscription,Affordable price,1,Yes,1
R1834,Parent Driven Student,4,Tier 3,Male,16,Grade 11-12,Science,Central School,Rs5L-Rs10L,3,Yes currently,4,None,2,Below Average,1-3hrs,2,On path but feel I chose wrongly,3,Medium,2,Rarely,Parents already decided,1,YouTube/Instagram,No didnt know,Family pressure,Execution gap,High-risk reward,3,Balanced both,4,2,Mostly External,Decision Making,Technology,Media,Design,Quizzes interactive,3,5,3,3,5,3.0,4,3.0,Smartphone Android,English Hindi mix,No,Rs100-Rs299,3.0,Free one-time report,Free trial,1,Yes,1
R1835,Focused Achiever,1,Tier 1,Male,23,Postgraduate,Science,Private,Rs2L-Rs5L,2,No free only,1,CAT/MBA,3,Average,3-5hrs,3,"Chosen path, need plan",2,Low,3,Sometimes,Equal joint decision,3,Official websites,No didnt know,No guidance,Execution gap,High-risk reward,3,Balanced both,5,4,Mostly Internal,Execution,Media,Medicine,Technology,Talking to mentor,4,5,3,5,4,5.0,4,4.0,Smartphone Android,Regional language,Yes,Rs300-Rs499,4.8,Monthly subscription,Affordable price,1,Yes,1
R1836,Focused Achiever,1,Tier 2,Male,25,Postgraduate,Commerce,Private,Rs5L-Rs10L,3,Parents pay,2,UPSC,5,Excellent,1-3hrs,2,"Chosen path, need plan",1,Very Low,2,Rarely,I decide completely,5,YouTube/Instagram,Yes not helpful enough,Too many options,Financial anxiety,Depends on factors,2,Mostly personal growth,4,5,Internal,Execution,Social Work,Science Research,Medicine,Watching videos,4,5,5,2,5,4.0,4,4.0,Smartphone Android,English only,Yes,Rs300-Rs499,5.2,Pay per session,Outcome data,1,Yes,1
R1837,Confused Explorer,0,Tier 2,Male,14,Grade 8-10,Science,Private,Rs5L-Rs10L,3,No free only,1,JEE,4,Good,Less than 1hr,1,"Know what I want, not how to get there",5,Very High,5,Almost Every Day,Parents already decided,1,Friends in career,No didnt know,Job availability worry,Overwhelmed by options,Stable job,1,Balanced both,4,3,Balanced,Exploration,Science Research,Social Work,Technology,Watching videos,4,5,5,4,4,2.0,4,2.0,Shared family device,Hindi,No,Free only,0.0,Completely free,Free trial,0,Yes,1
R1838,Parent Driven Student,4,Tier 3,Female,15,Grade 8-10,Science,Online/Distance,Rs5L-Rs10L,3,Parents pay,2,Not sure,2,Below Average,1-3hrs,2,On path but feel I chose wrongly,3,Medium,4,Often,Mostly parents I follow,2,School counselor,No didnt know,Family pressure,Financial anxiety,Stable job,1,Balanced both,3,1,External,Planning,Law,Medicine,Technology,Live workshops,5,2,4,3,3,2.0,5,3.0,Smartphone Android,English only,No,Rs500-Rs999,7.0,School pays,Free trial,1,No,0
